HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Country,Answer.GDPPC,Answer.IDV,Answer.IND,Answer.LTO,Answer.MAS,Answer.PDI,Answer.UAI,Approve,Reject
37PGLWGSJS5U13PGQQ8ES38C3AJKIS,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3907X2AHF04UOT6O4HXWQNIE5EK2PF,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:04:59 PST 2017,Sat Feb 11 18:05:37 PST 2017,Tue Feb 14 18:05:37 PST 2017,,,,38,0% (0/0),0% (0/0),0% (0/0),United States,"$57,300",91,68,26,62,40,46,,
37PGLWGSJS5U13PGQQ8ES38C3AJKIS,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3ATPCQ38J89D2ATT8JMU9WUOL7EYAB,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:12:07 PST 2017,Sat Feb 11 18:13:15 PST 2017,Tue Feb 14 18:13:15 PST 2017,,,,68,0% (0/0),0% (0/0),0% (0/0),United States,"$57,300",91,68,26,62,40,46,,
36D1BWBEHM0LG6BHMZ02K0TZ3JHM2O,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3LQ8PUHQFLR6MXM2A7AJ4UN48J6HIZ,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:51:41 PST 2017,Sat Feb 11 17:52:27 PST 2017,Tue Feb 14 17:52:27 PST 2017,,,,46,0% (0/0),0% (0/0),0% (0/0),Uruguay,21600,36,53,26,38,61,99,,
36D1BWBEHM0LG6BHMZ02K0TZ3JHM2O,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3YHH42UU5BEX1YOCX20BQIGF36Z0LV,A2C929NA28XOWX,Submitted,Sat Feb 11 18:10:40 PST 2017,Sat Feb 11 18:11:19 PST 2017,Tue Feb 14 18:11:19 PST 2017,,,,39,0% (0/0),0% (0/0),0% (0/0),Uruguay,"$21,600",36,53,26,38,61,99,,
3EQVJH0T4ZKT8R4JEH4LTIUTMAVHT2,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3HWRJOOET51JW1YWPIWRNTWEP1GES8,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:52:27 PST 2017,Sat Feb 11 17:53:08 PST 2017,Tue Feb 14 17:53:08 PST 2017,,,,41,0% (0/0),0% (0/0),0% (0/0),Venezuela,15100,12,100,16,73,81,76,,
3EQVJH0T4ZKT8R4JEH4LTIUTMAVHT2,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3VW6495TLJZEYSRWOP0ACICVOYHYYL,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 17:59:16 PST 2017,Sat Feb 11 18:09:31 PST 2017,Tue Feb 14 18:09:31 PST 2017,,,,615,0% (0/0),0% (0/0),0% (0/0),Venezuela,"$15,100",12,100,16,73,81,76,,
391FPZIE4BL884J8EMUVYEGV5O2HUT,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,39GXDJN2OTDIFS596AFW66KZD2C8V8,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:49:12 PST 2017,Sat Feb 11 17:49:39 PST 2017,Tue Feb 14 17:49:39 PST 2017,,,,27,0% (0/0),0% (0/0),0% (0/0),Vietnam,"$6,400",20,35,57,40,70,30,,
391FPZIE4BL884J8EMUVYEGV5O2HUT,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3QY7M81QH7L0Z36EX19JQXDNMKZ7KY,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:33:49 PST 2017,Sat Feb 11 17:35:29 PST 2017,Tue Feb 14 17:35:29 PST 2017,,,,100,0% (0/0),0% (0/0),0% (0/0),Vietnam,"$6,400",20,35,57,40,70,30,,
3X878VYTIDHMWXG66ODKL1QYHYR7FI,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,34S6N1K2ZVI8CYU8VA7WWAFWPNZHLC,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:00:02 PST 2017,Sat Feb 11 17:00:29 PST 2017,Tue Feb 14 17:00:29 PST 2017,,,,27,0% (0/0),0% (0/0),0% (0/0),Zambia,"$3,900",35,42,30,40,60,50,,
3X878VYTIDHMWXG66ODKL1QYHYR7FI,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3IRIK4HM3AJZC5GLMENTW00JM076CM,A2PQQC3LO31PRT,Submitted,Sat Feb 11 18:16:34 PST 2017,Sat Feb 11 18:17:20 PST 2017,Tue Feb 14 18:17:20 PST 2017,,,,46,0% (0/0),0% (0/0),0% (0/0),Zambia,"3,900",35,42,30,40,60,50,,
